No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,image,gender
83,HRMN-0083,Horas,Project 1945,375000,100,EDP,"Rum, Chocolate","Coffee, Caramel, Almond, Heliotrope","Vetiver, Sandalwood",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/7db64e56-cf4d-42ca-885b-889c1d0b62d6.jpg.webp?ect=4g,Unisex
84,HRMN-0084,Petruk,Project 1945,375000,100,EDP,"Lemon, Apple, Lavender, Pepper","Leather, Cardamom, Rose","Cedarwood, Vetiver",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/ed0c4c6d-68ba-453c-86b3-b9b05e1940db.jpg.webp?ect=4g,Unisex
85,HRMN-0085,Samosir,Project 1945,375000,100,EDP,"Bergamot, Green","Jasmine, Honeysuckle, Green Tea, Honey","Labdanum, Musk",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/239aa3c4-b1e4-45a8-840a-959cf637cd8c.jpg.webp?ect=4g,Unisex
86,HRMN-0086,Waters of Maluku,Project 1945,325000,100,EDP,"Grapefruit, Carrot, Green Tea","Lotus, Peony, Cinnamon","Clove, Cistus, Incense, Musk",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/8/28/b9eb6dce-ad3b-4df4-a837-af63ba022ddf.jpg.webp?ect=4g,Unisex
87,HRMN-0087,Fields of Ubud,Project 1945,325000,100,EDP,"Ambrette Seeds, Buchu Leaves, Bergamot, Elemi","Lavender, Sea Salt, Sage, Dried Fruit","Vetiver Java, Sandalwood, Oakmoss",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/8/28/acec2489-0b4c-4be2-adc9-da38cdd79427.jpg.webp?ect=4g,Unisex
88,HRMN-0088,Princess of Java,Project 1945,325000,100,EDP,"Peach, Green Pear, Bitter Orange","Uberose, Neroli, Jasmine, Orange Blossom","Vanilla, Sandalwood, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/26/91e6ae55-052e-4f6a-8e71-33f74fa7463e.png.webp?ect=4g,Unisex
89,HRMN-0089,Sunset in Sumba,Project 1945,325000,100,EDP,"Mandarin, Red Apple, Cardamom, Elemi","Lavender, Incense, Clove","Patchouli, Vanilla",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/12/6/65ba39fc-813d-4679-89c4-f64e04e3d7b4.jpg.webp?ect=4g,Unisex
90,HRMN-0090,Nusantara's Embrace,Project 1945,295000,100,EDP,"Citrus, Incense, Star Anise","Rice, Black Orris, Water Lily","Sesame, Sandalwood, Hay",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/21/da55f8d5-cbf4-4696-9263-691c22422ad2.png.webp?ect=4g,Unisex
91,HRMN-0091,Apresiasi,Project 1945,295000,100,EDP,"Bergamot, Ambrette Seed, Orange","Neroli, Petitgrain, Musk","Vetiver, Cedarwood, Amber",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/15/52c77d8c-329d-4a1f-a59b-28fa377c92e4.png.webp?ect=4g,Unisex
92,HRMN-0092,Jeruk Of Kintamani ,Bali Surfers Perfume,299000,100,EDP,"Orange, Grapefruit","Lime, Green Tea","Musk, Cedarwood",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/5/4/3cbda638-5ab8-40a9-8e19-419cb7c9134b.jpg.webp?ect=4g,Unisex
93,HRMN-0093,Papan selancar for her,Bali Surfers Perfume,225000,100,EDP,"Strawberry Candy, Soursop, Watermelon",Soursop,Soapy,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/11/10/8cc3d3a7-d5c2-4cb7-86bc-181e4cc7b537.jpg.webp?ect=4g,Female
94,HRMN-0094,Dreamland for Her,Bali Surfers Perfume,225000,100,EDP,Biscuit Butter,-,-,Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/27/bd0b9448-5312-4198-a4a4-40d013a005ec.jpg.webp?ect=4g,Female
95,HRMN-0095,Surfing club,Bali Surfers Perfume,199000,100,EDP,Sweet Orange,Woody,-,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/5/4/0f75981e-9e4b-4c42-a0c3-25e6c080b8e8.jpg.webp?ect=4g,Unisex
96,HRMN-0096,Festival Layangan,Bali Surfers Perfume,225000,100,EDP,"Lemon, Green","Vanilla, Patchouli","Amber, Musk",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/1/25/a5294436-396c-4486-aa1f-6840dcc51603.jpg.webp?ect=4g,Unisex
97,HRMN-0097,The Ubud 3,Bali Surfers Perfume,250000,100,EDP,Pineapple ,Saffron,-,Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/6/21/b56bd004-2183-4353-9b57-74c989636f5a.jpg.webp?ect=4g,Unisex
98,HRMN-0098,Balangan and Me,Bali Surfers Perfume,225000,100,EDP,Grapefruit,"Cedar, Tonka Bean",-,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/10/c01e649a-4322-465e-8f1a-1ff99876a99c.jpg.webp?ect=4g,Unisex
99,HRMN-0099,Dreamland ,Bali Surfers Perfume,225000,100,EDP,"Nutmeg, Lavender",Patchouli,-,Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/10/349a886b-680e-4f3a-842c-d0e37188844e.jpg.webp?ect=4g,Male
100,HRMN-0100,Bali Cliff 2,Bali Surfers Perfume,225000,100,EDP,Citrussy,"Lavender, Almond, Flowery, Saparila","Vanilla, Amber, Woody",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/8/31/f62cd25c-24de-472a-8b47-37a9e86c3ef4.jpg.webp?ect=4g,Male
101,HRMN-0101,Bali Cliff 1,Bali Surfers Perfume,225000,100,EDP,"Pink Papper, Bergamot, Apple, Cardamom","Oakmoss, Cinnamon, Lavender","Chestnut, Vanilla, Cedarwood",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/8/31/2bc781d4-9009-4e5b-89b6-b86311d1fd4c.jpg.webp?ect=4g,Male
102,HRMN-0102,Papan selancar ,Bali Surfers Perfume,225000,100,EDP,"Hazelnut, Nutty, Honey",Bergamot,"Vanila, Patchouli",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/12/7/53362848-1cff-45dc-bb3a-33d4c9830be4.jpg.webp?ect=4g,Unisex
103,HRMN-0103,Double SIX,Bali Surfers Perfume,225000,100,EDP,"Citrussy, Aromatic , Fresh Spicy, Aquatic",-,-,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/12/7/e6bc20f6-b137-44af-869f-c7c071691c71.jpg.webp?ect=4g,Unisex
104,HRMN-0104,The Ubud ,Bali Surfers Perfume,250000,100,EDP,"Peach, Rose",-,"Patchouli, Musk",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/6/78054238-4630-4628-b0b6-d304fd062f4e.jpg.webp?ect=4g,Unisex
105,HRMN-0105,Kuta 7 pm,Bali Surfers Perfume,225000,100,EDP,"Lychee, Citrussy ","Bamboo, Tea","Musk, Amber",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/2/14/18e90df1-e00d-461d-af88-92ede5601dc7.jpg.webp?ect=4g,Unisex
106,HRMN-0106,Kuta 7 am,Bali Surfers Perfume,110000,37,EDP,"Lychee, Citrussy, Jasmine, Flowery","Musk, Woody",-,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/24/b9d65447-68b4-4643-8e7f-533f57ee54f9.jpg.webp?ect=4g,Unisex
107,HRMN-0107,For her,Bali Surfers Perfume,225000,100,EDP,"Citrus, Bergamot","Rose, Jasmine","Musk, Amber",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/11/50f2d628-6e5a-419c-8504-d46bc9fd5285.jpg.webp?ect=4g,Female
108,HRMN-0108,Blue Point,Bali Surfers Perfume,225000,100,EDP,"Cytrus, Fruity, Oceanic","Flowery, Worm Spicy, Marine","Musky, Woody",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/10/7d5fbaea-dbb2-4ec0-8e39-08d570158ff1.jpg.webp?ect=4g,Unisex
109,HRMN-0109,Bali Cliff for her,Bali Surfers Perfume,225000,100,EDP,"Fruity, Watermellon",-,-,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/2/b9cda248-4206-4542-b510-4737394e3b0d.jpg.webp?ect=4g,Female
110,HRMN-0110,Zephyr,Oullu,272000,50,EDP,"Licorice, Almond","Ground Pistachio, Rhubarb","Ambergris, Vanilla",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/d7af2ade-31b5-48c3-a177-b9942e606989.jpg.webp?ect=4g,Unisex
111,HRMN-0111,Phobos,Oullu,233000,50,EDP,"Bitter Orange, Wormwood, Saffron","Muguet, Pink Pepper, Jasmine","Amber, Musk, Tonka Bean, Warm Woody",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/7/4/9c20046d-a2ab-43ea-adb0-6fa9fad784c8.jpg.webp?ect=4g,Male
112,HRMN-0112,Dia,Oullu,389000,50,EDP,"Yuzu, Poppy, Carambola","Ylang, Tuberose, Orange Blossom","Musk, Heliotrope, Oris",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/7/4/a695c34b-49f0-4311-ba38-346e6b9b8f77.jpg.webp?ect=4g,Female
113,HRMN-0113,Solar Rays,Oullu,389000,50,EDP,"Caramel Popcorn, Brown Sugar, Tangerine","Orchid, Chinese Osmanthus","Tonka Bean, Bourbon Vanilla, Sandalwood",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/e689926d-1204-469b-af10-9448b410df74.jpg.webp?ect=4g,Unisex
114,HRMN-0114,Deep Dive,Oullu,389000,50,EDP,"Lemon Blossom, Barley, Ozonic","Sage, Hinoki","Oak Moss, Cashmere Wood",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/c1938eae-32b3-40bb-9258-c29a5f015962.jpg.webp?ect=4g,Unisex
115,HRMN-0115,Aether,Oullu,389000,50,EDP,"Darjeerling, Sapodilla","Cucumber , Magnolia","Virginia Cedar, Jasmine",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/550c2e91-1268-4688-8464-155a4d9d2d41.jpg.webp?ect=4g,Unisex
116,HRMN-0116,Ego,Oullu,389000,50,EDP,"Cassis, Fig","Violet, Geranium","Cedar, Patchouli",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/7b97fe02-41ee-478f-b7e6-11132763d341.jpg.webp?ect=4g,Unisex
117,HRMN-0117,Umbra,Oullu,389000,50,EDP,"Amalfi Lemon, Grapefruit","Clove, Blackpepper","Oak Moss, Pine Perfect",Day,https://images.tokopedia.net/img/cache/500-square/attachment/2020/1/29/158027947357665/158027947357665_62afff9e-0744-4b12-ade2-3d48400e3979.png.webp?ect=4g,Unisex
118,HRMN-0118,Zephyr,Oullu,389000,50,EDP,"Bergamot, Lemon","Jasmine, Apricot","Amber, Sandalwood",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/c3e5d9c4-0a2f-4a94-a881-ae18dc3882ae.jpg.webp?ect=4g,Unisex
119,HRMN-0119,Bird Song,Oullu,291000,50,EDP,"Ineapple, Water Lily, Hortensia","Kumquat Plum, Anise","Amberwood, Myrrh",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/b672a61e-416f-4080-ba64-5a8b70344265.jpg.webp?ect=4g,Unisex
120,HRMN-0120,One and Only,Oullu,195000,50,EDT,"Apple, Melon","Marine, Lychee","Jasmine, Musk, Amber",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/21/18f094d4-b277-4ffe-acbc-a2a9dc02bfe4.jpg.webp?ect=4g,Unisex
121,HRMN-0121,Nothing,USUAL,349000,50,EDP,Fruity,White Floral,"Ambroxide, Amber",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lom5xlrcrj7r84.webp,Unisex
122,HRMN-0122,Smells Like Nothing,USUAL,324500,50,EDP,Ozonic,Floral,"Ambroxide, Amber, Musk",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m8vrig0w7k7x94.webp,Unisex
123,HRMN-0123,Jasmine Bouquet,USUAL,197000,50,EDP,Marigold,"Jasmine, Honey","Labdanum, Benzoin, Vanilla",Night,https://down-id.img.susercontent.com/file/id-11134207-7r992-lmso64n2k1os66.webp,Female
124,HRMN-0124,Bergamore,USUAL,269000,50,EDP,"Bergamot, Mandarin","Black Tea, Ginger","Ambroxide, Amber",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7r992-lppwiqxftxg6c7.webp,Unisex
125,HRMN-0125,Our of Shower,USUAL,229000,50,EDP,"Bergamot, Pepper","Geranium, Lavender","Patchouli, Vetiver",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7r98y-lu7anw0ezrf3e4@resize_w450_nl.webp,Male
126,HRMN-0126,Blush,USUAL,229000,50,EDP,"Zapota, Melon Seeds","Sandalwood, Magnolia, Violet",Hedione,Versatile,https://down-id.img.susercontent.com/file/id-11134207-7qul7-lezbx2z8sccac9.webp,Female
127,HRMN-0127,Rosie De Marrie,The Body Tale,258000,50,XDP,"Mandarin, Lemon, Bergamot, Pear, Pink Pepper","Rose, Orange Blossom, Vetiver","Patchouli, Vanilla, Caramel, Amberwood",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2025/3/19/152de37a-7887-4e1c-a30e-e8f42d9c2277.jpg.webp?ect=4g,Female
128,HRMN-0128,Cherry Pop,The Body Tale,258000,50,XDP,Bitter Almond,"Rose, Cherry","Vanilla, Sandal Wood, Tonka Bean",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/12/11/3886e5b2-6b93-4692-bcbd-868c56d6f150.jpg.webp?ect=4g,Female
129,HRMN-0129,Sip Me Litch,The Body Tale,258000,50,XDP,"Lychee, Apple",Floral,"Sugar, Amber",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/12/11/8ece066d-0c29-49bd-8f93-e7c9a79a1802.jpg.webp?ect=4g,Female
130,HRMN-0130,Spice Nomad,The Body Tale,258000,50,XDP,"Apple, Smoke, Cinnamon","Tobacco, Moss, Vetiver",Vanilla,Night,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/10/9/0d8b9ea4-9fdb-47ba-a7d0-671e4cf331c9.jpg,Male
131,HRMN-0131,Summer Splash,The Body Tale,258000,50,XDP,"Soda, Bergamot","Amber, Woody",Orange Blossom,Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/7/10/3546b606-c658-4be3-9858-3febc645c362.jpg.webp?ect=4g,Unisex
132,HRMN-0132,Hojicha Latte,The Body Tale,258000,50,XDP,Hojicha Tea,Milk,"Tonka Bean, Brown Sugar, Musk",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/4/1/c6b45d3e-a559-4638-907b-1975c0466dbf.jpg.webp?ect=4g,Unisex
133,HRMN-0133,Portrait of Kyoto,The Body Tale,228000,50,XDP,"Earl Grey Tea, Apple, Honey, Mandarin","Jasmine, Black Tea, Fresia, Irish","Musk, Pepper, Sandalwood, Amber",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/12/12/043516fc-d87a-4205-bf45-4b69891872a4.jpg.webp?ect=4g,Female
134,HRMN-0134,Verona,The Body Tale,258000,50,XDP,"Black Currant, Pink Pepper","Rose, Geranium","Patchouli, Moss, Vetiver, Musk",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/11/22/2310536f-78ed-40c8-b96f-29cd2c4e85be.jpg.webp?ect=4g,Female
135,HRMN-0135,Lady M,The Body Tale,258000,50,XDP,Balsamic,Balsamic,"Vanilla, Musk",Versatile,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/11/22/ea55cd1d-363e-47d5-8b08-111c81886c3a.jpg.webp?ect=4g,Female
136,HRMN-0136,Kairy,The Body Tale,228000,50,XDP,"Bergamot, Pink Pepper","Turkish Rose, Floral, Coconut","Vanilla, Absolute Tonka Bean, Cedarwood",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/8/18d03b15-5817-4187-a808-d33e614200b1.jpg.webp?ect=4g,Female
137,HRMN-0137,Nectar of Nile,The Body Tale,258000,50,XDP,"Irish, Green Notes, Juniper Berries","Jasmine, Orrid, Root","Pink Pepper, Vetiver, Leather",Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/10/9/03e2c7e3-2514-4879-b5d6-e75146a44378.jpg.webp?ect=4g,Unisex
138,HRMN-0138,Juliette,The Body Tale,258000,50,XDP,"Cinnamon, Cardamom, Bergamot","Jasmine, Ylang Ylang, Sage","Amber, Woody, Leather, Labdanum",Versatile,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/11/22/a9baad77-7d4e-4ad9-afb1-840fe92da7a4.jpg.webp?ect=4g,Female
139,HRMN-0139,Diana,The Body Tale,258000,50,XDP,Strawberry,"Tuberose, Jasmine",Amber,Day,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/11/22/a9baad77-7d4e-4ad9-afb1-840fe92da7a4.jpg.webp?ect=4g,Female
140,HRMN-0140,Teamomile,The Body Tale,228000,50,XDP,Almond,"Chamomile, Jasmine, Musk","Cedre, Vanilla, Bois De Santal",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/9/1/c39dbc66-4444-49b6-a2ce-1c996039821d.jpg.webp?ect=4g,Female
141,HRMN-0141,Plain Jane,The Body Tale,228000,50,XDP,"Lemon, Bergamot, Tagetes, Black Currant","Violet, Irish, Cyclamen, Jasmine","Vetiver, Musk",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2023/8/11/e239a964-c9a2-46ea-9291-eb49fe1acf68.jpg,Female
142,HRMN-0142,Flower Dome,The Body Tale,228000,50,XDP,"Rose Violet, Blackberry","Peomy, Jasmine","Musk, Sandalwood, Patchouli, ",Versatile,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/8/11/0e1b65b4-949d-4743-8f69-b0b68c416db7.jpg.webp?ect=4g,Female
143,HRMN-0143,Leviora,The Body Tale,228000,50,XDP,"Lily, Galbanium","Lily, Vanila","Musk, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/11/22/1ab84827-4348-439f-a15f-a1eec6356bb8.jpg.webp?ect=4g,Female
144,HRMN-0144,Humbling Forest,Kahf,76950,35,EDT,"Cypress, Rosemary, Grapefruit","Cedarwood, Guaiac Wood, Jasmine.","Sandalwood, Patchouli, Musk.",Versatile,https://down-id.img.susercontent.com/file/sg-11134202-22120-6dm018163alvcb@resize_w450_nl.webp,Male
145,HRMN-0145,Invigorating Waterfall,Kahf,76950,35,EDT,"Marine, Water, Lemon","Cedarwood, Floral, Violet","Dry Amber, Patchouli, Veliver, Musk ",Versatile,https://down-id.img.susercontent.com/file/sg-11134202-22120-jx70w7sq3alv98.webp,Male
146,HRMN-0146,Kahf Revered Oud,Kahf,75330,35,EDT,"Rose, Lemon, Fruity","Amber, Gourmand","Vanilla, Agarwood (Oud), Musk​",Day,https://down-id.img.susercontent.com/file/sg-11134201-7reor-m8k4b2whz1d332.webp,Male
147,HRMN-0147,Kahf Saffron Oud,Kahf,256500,100,EDP,"Mandarin, Saffron, Clove.","Rose, Leather, Oud.","Cedarwood, Patchouli, Sandalwood, Musk.",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7r98v-lzvev62ughk805.webp,Male
148,HRMN-0148,True Brotherhood,Kahf,76950,35,EDT,"Cinnamon, Orange, Lemon.","Tobacco, Cypress, Lavender.","Tonka Beans, Cedarwood, Incense.",Day,https://down-id.img.susercontent.com/file/sg-11134202-22120-g9u77zx82alv3d.webp,Male
149,HRMN-0149,Galleria,Alchemist Fragrance,199000,30,EDP,"Cape Jasmine, Plum","Tuberose, Oiellet","Honey, Redwood",Versatile,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1701939302074-Alchemist-Fragrance-Galleria-Eau-de-Parfum,Female
150,HRMN-0150,Pink Laundry,Alchemist Fragrance,199000,30,EDP,"Clean Aldehydes, Chamomile, Green Notes","Jasmine, Lily Of The Valley, Rose","Musky Notes, Patchouli, Sandalwood, Powdery Notes",Day,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1701940158479-Alchemist-Fragrance-Pink-Laundry-Eau-de-Parfum,Female
151,HRMN-0151,Bois et Musc,Alchemist Fragrance,529000,50,EDP,Black Pepper,"Muguet, Cashmeran","Patchouli, Musk, Moss",Night,https://fimgs.net/mdimg/perfume/375x500.97940.jpg,Unisex
152,HRMN-0152,Cachemire,Alchemist Fragrance,529000,50,EDP,"Cinnamon Bark Oil, Pepper Pink Co2, Apple","Rose Accord, Violet Notes, Ambrette Abs","Cedarwood Heart, Virgina, Musk",Night,https://fimgs.net/mdimg/perfume/375x500.97937.jpg,Unisex
153,HRMN-0153,Musc Laiteux,Alchemist Fragrance,529000,50,EDP,"Pink Pepper, Orange Flower","Orris Crete, Transparent Floral, Riz Au Lait Accord","Ambrette Abs, Patchouli Oil",Night,https://fimgs.net/mdimg/perfume/375x500.97938.jpg,Unisex
154,HRMN-0154,Musc Vanille,Alchemist Fragrance,529000,50,EDP,"Pink Pepper, Black Pepper","White Floral Bouquet, Coconut Accord","Musk, White Woods, Vanilla",Night,https://fimgs.net/mdimg/perfume/375x500.97939.jpg,Unisex
155,HRMN-0155,Onirique,Alchemist Fragrance,449000,50,XDP,"Pear, Orange, Clary Sage","Tuberose, Orange Blossom, Jasmine","Vanilla, Cedarwood, Satin Musks",Versatile,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1703772974954-Alchemist-Fragrance-Onirique-Extrait-de-Parfum,Unisex
156,HRMN-0156,Out West,Alchemist Fragrance,339000,50,XDP,"Yuzu, Bergamot, Green Apple","Cedarwood, Rose, Plum","Musk, Patchouli, Vetiver",Day,https://images.soco.id/40589275-6ec9-41f7-8231-66b152f90453-.jpg,Unisex
157,HRMN-0157,Home Garden,Alchemist Fragrance,199000,50,EDP,"Blackberry, Grapefruit, Clove","Cedar, Vetiver",Floral Notes,Day,https://images.soco.id/c6a92d5f-4531-4f75-80b5-cffaad192a7b-image-0-1716784225759,Unisex
158,HRMN-0158,Got My Mojo Back,Alchemist Fragrance,199000,50,EDP,"Bergamot, Saffron","Rose, Jasmine","Sandalwood, Amber, Musk, Patchouli",Night,https://images.soco.id/786936f8-88d9-418c-908f-5d72c6d03c84-image-0-1716784250115,Unisex
159,HRMN-0159,LET'S FREAKING GO,Memoir Perfumery,249000,50,EDP,"Lavender, Bergamot, Magnolia","Myrrh, Amber, Guaiac Wood","Tonka Bean, Vanilla, Almond",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/30/239f00a3-f214-4cbe-8c75-6ff80139ba42.png.webp?ect=4g,Unisex
160,HRMN-0160,Weekend,Filosophia,150000,50,EDP,"Lime, Apple","Red Lily, Lavender, Ginger",Vanilla,Versatile,https://down-id.img.susercontent.com/file/829a3e86986c1615975774719f1442fb.webp,Unisex
161,HRMN-0161,Fly Me To The Moon,Filosophia,400000,100,XDP,"Orange, Bergamot","Saffron, White Floral, Rum, Seasalt, Nutmeg","Warm Leather Accord, Black Amber, Cedarwood, Patchouli, Vetiver",Night,https://down-id.img.susercontent.com/file/id-11134207-7rasg-m2ckbba8301lb5.webp,Male
162,HRMN-0162,Bella Luna,Filosophia,150000,50,XDP,"Fresh Berries, Plum, Green Apple","Jasmine, Orchid, Lily","Caramel, Vanilla",Day,https://down-id.img.susercontent.com/file/id-11134207-7qul1-lhizo2b38cjj58.webp,Female
163,HRMN-0163,Party Anthem Royale,Filosophia,375000,100,XDP,"Lavender, Lemon","Violet, Cypress, Ambroxan","Oud, Coffee, Tonka Bean, Deer Musk",Night,https://down-id.img.susercontent.com/file/id-11134207-7rasa-m3lysxbbfh047a.webp,Male
164,HRMN-0164,Party Anthem,Filosophia,225000,100,XDP,"Passion Fruit, Bergamot","Cocktails, Mint, Pear","Lavender, Leather",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7rasm-m3rzqa0zw5qn7c.webp,Unisex
165,HRMN-0165,Bed of Roses,Filosophia,225000,100,XDP,"Bergamot, Pomelo","Rose, Magnolia, Violet","Cedar, Musk",Day,https://down-id.img.susercontent.com/file/id-11134207-7rasj-m3rz83ea0s7wb1.webp,Female
166,HRMN-0166,Party Anthem Weirdo,Filosophia,225000,100,XDP,"Tobacco, Clove","Roasted Marshmallow, Almond",Vanilla,Night,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3rz83ea7t241b.webp,Unisex
167,HRMN-0167,Beach Walk,Filosophia,225000,100,XDP,"Sea Notes, Coconut","Pineapple, Sugarcane, Bamboo","Sandalwood, Sand",Day,https://down-id.img.susercontent.com/file/id-11134207-7rasd-m3rzqa0zxkusa0.webp,Unisex
168,HRMN-0168,CHNO,SAFF & Co,189000,30,XDP,"Pink Pepper, Orange Blossom, Pear","Coffee, Jasmin, Bitter Almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere Wood",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/ca735fe5430c4e30b3cf5fdc515b2bdc~.jpeg,Female
169,HRMN-0169,LOUI,SAFF & Co,189000,30,XDP,"Verbena, Green, Aldehydic","Rose, Peony, Lily Of The Valley","Cedarwood, Musk",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/ec53ebd2d2974da0aabbdb6ddef1f814~.jpeg,Unisex
170,HRMN-0170,COCO,SAFF & Co,189000,30,XDP,"Citrus, Floral, Green","Marine, Woody","Musky, Oriental",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/c8e72664ee604df485535d0a0db6cb1a~.jpeg,Unisex
171,HRMN-0171,Cascavel,SAFF & Co,189000,30,XDP,"Saffron, Orange Blossom","Jasmine, Violet, Lily Of The Valley","Oakmoss, Ambergris",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/151399b374b5424e845aa55edcde1f31~.jpeg,Unisex
172,HRMN-0172,MALEALI,SAFF & Co,229000,30,XDP,"Bush Juniper, Tellicherry Pepper","Palo Santo A.K.A The Tree Of Life, Red Sandalwood","Nagarmotha, Sulawesi Patchouli",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/490c505c95ed423d8cd5ac92b24ac2dc~.jpeg,Male
